species,breed,origin,age_months,gender,health_status,vaccination_status,size,energy_level,exercise_needs,training_needs,trained_level,child_friendly_score,pet_friendly_score,stranger_friendly_score,needs_yard,can_live_in_apartment,grooming_needs,estimated_monthly_cost,noise_level,can_be_left_alone,max_hours_alone,requires_experienced_owner,temperament_tags,description,adoption_success
Cat,Indian Domestic Short Hair,Indian,1,male,healthy,not_vaccinated,medium,4,moderate,low,basic,6,4,7,False,True,low,1300.0,moderate,True,10,False,"adaptable,independent,hardy,curious,low-maintenance","Most common cat in Indian homes. Hardy, healthy, and extremely adaptable. Perfect for first-time cat owners.",True
Dog,Jonangi,Indian,113,male,serious_condition,partial,medium,3,high,moderate,basic,6,7,4,False,True,low,1500.0,quiet,True,6,False,"quiet,one-owner,loyal,agile,unusual-vocalization",Andhra Pradesh duck-herding dog. Uniquely doesn't bark — yodels instead. Low maintenance. Can be aloof with strangers.,False
Dog,Pug,International,7,female,healthy,up_to_date,small,2,minimal,moderate,basic,10,9,9,False,True,low,3600.0,moderate,True,7,False,"charming,mischievous,loving,calm,social",Made famous by Indian TV ads. Great apartment dog. Brachycephalic — avoid exercise in peak summer heat.,True
Dog,Boxer,International,52,male,healthy,up_to_date,large,4,high,moderate,intermediate,8,7,5,True,False,low,5000.0,moderate,False,4,False,"playful,loyal,energetic,funny,protective",Playful family dog. Excellent with children. Brachycephalic — needs shade in Indian summers. Very energetic.,False
Cat,Indian Street Cat (Rescued),Indian,63,female,healthy,partial,medium,3,minimal,low,basic,7,6,4,False,True,low,900.0,quiet,True,10,False,"independent,cautious,adaptable,resilient,gentle",Rescued street cat. Takes time to adjust indoors. Very hardy. Lowest cost cat to maintain in India.,True
Dog,Indian Spitz,Indian,62,male,healthy,partial,small,3,moderate,moderate,intermediate,7,9,5,False,True,high,2200.0,vocal,True,7,False,"playful,loyal,alert,vocal,adaptable","Most popular Indian apartment dog. Fluffy, affectionate, highly adaptable. Barks frequently — good watchdog.",True
Dog,Indie (Rescued),Indian,99,female,healthy,up_to_date,medium,1,moderate,moderate,untrained,5,7,5,False,True,low,1300.0,moderate,True,6,False,"resilient,loyal,shy-at-first,adaptable,grateful","Shelter/rescue Indie. May take time to trust. Once bonded, extremely loyal. Very healthy and low maintenance.",True
Dog,German Shepherd,International,1,male,healthy,not_vaccinated,large,5,high,moderate,intermediate,7,4,4,True,False,moderate,4800.0,moderate,True,6,False,"loyal,protective,intelligent,versatile,brave",Highly intelligent working dog. Loyal protector. Needs consistent training and daily exercise.,False
Dog,Indian Pariah Dog,Indian,3,male,minor_condition,partial,medium,5,high,moderate,basic,8,6,5,False,True,low,1400.0,moderate,True,7,False,"alert,loyal,intelligent,independent,hardy","Ancient landrace breed, extremely hardy and healthy. Highly adaptable to Indian climate. Intelligent and loyal to family.",False
Cat,Russian Blue,International,12,male,healthy,up_to_date,medium,2,minimal,low,intermediate,8,4,3,False,True,low,3800.0,quiet,True,10,False,"shy,gentle,loyal,quiet,independent",Elegant blue-coated cat. Shy with strangers but deeply loyal to family. Dislikes loud environments.,True
Dog,Jonangi,Indian,25,male,healthy,not_vaccinated,medium,4,high,moderate,basic,8,5,5,False,True,low,1700.0,quiet,True,7,False,"quiet,one-owner,loyal,agile,unusual-vocalization",Andhra Pradesh duck-herding dog. Uniquely doesn't bark — yodels instead. Low maintenance. Can be aloof with strangers.,True
Dog,Mudhol Hound,Indian,52,male,healthy,up_to_date,large,5,very_high,high,intermediate,5,2,4,True,False,low,2100.0,quiet,True,5,True,"agile,fast,independent,reserved,athletic",Karnataka sighthound used by Indian Army. Needs vast space and daily running. Not suited for apartment or first-time owners.,False
Dog,Labrador Retriever,International,10,female,healthy,partial,large,5,high,moderate,intermediate,10,8,9,True,False,moderate,4000.0,moderate,True,6,False,"friendly,outgoing,gentle,trainable,family-dog",Most popular family dog in India. Excellent with children. Needs daily exercise and mental stimulation.,True
Cat,Persian,International,8,female,healthy,partial,medium,1,minimal,low,basic,6,8,3,False,True,high,3600.0,quiet,True,10,False,"calm,gentle,quiet,affectionate,lap-cat",Most popular purebred cat in India. Calm and gentle. Requires daily grooming and AC in Indian summers.,False
Dog,Bakharwal Dog,Indian,4,female,healthy,up_to_date,large,3,moderate,high,basic,5,6,3,True,False,high,2600.0,vocal,True,5,True,"protective,brave,independent,sturdy,herding","Ancient Himalayan livestock guardian. Thick double coat. Protective of family. Thrives in cold climates, needs experienced owner.",True
Dog,Boxer,International,3,female,serious_condition,up_to_date,large,5,high,moderate,intermediate,9,8,5,True,False,low,4200.0,moderate,False,3,False,"playful,loyal,energetic,funny,protective",Playful family dog. Excellent with children. Brachycephalic — needs shade in Indian summers. Very energetic.,True
Cat,Persian Cats,International,5,female,healthy,up_to_date,medium,2,minimal,low,basic,6,6,4,False,True,high,4200.0,quiet,True,11,False,"calm,gentle,quiet,affectionate,lap-cat",Most popular purebred cat in India. Calm and gentle. Daily grooming and AC required in Indian summers.,True
Dog,Indian Spitz,Indian,8,female,healthy,partial,small,3,moderate,moderate,intermediate,8,7,6,False,True,high,1800.0,vocal,True,7,False,"playful,loyal,alert,vocal,adaptable","Most popular Indian apartment dog. Fluffy, affectionate, highly adaptable. Barks frequently — good watchdog.",False
Dog,Rajapalayam,Indian,18,female,healthy,up_to_date,large,5,high,high,intermediate,6,3,1,True,False,low,2400.0,moderate,True,5,True,"loyal,protective,independent,brave,reserved","Royal Tamil Nadu sighthound. One-person dog — extremely loyal to owner, aloof with strangers. Needs experienced handler.",False
Dog,Rajapalayam,Indian,3,female,healthy,partial,large,5,high,high,intermediate,5,3,2,True,False,low,2500.0,moderate,True,6,True,"loyal,protective,independent,brave,reserved","Royal Tamil Nadu sighthound. One-person dog — extremely loyal to owner, aloof with strangers. Needs experienced handler.",False
Cat,Indian Street Cat (Rescued),Indian,70,female,healthy,up_to_date,medium,3,minimal,low,basic,6,5,3,False,True,low,900.0,quiet,True,11,False,"independent,cautious,adaptable,resilient,gentle",Rescued street cat. Takes time to adjust indoors. Very hardy. Lowest cost cat to maintain in India.,False
Cat,Indian Street Cat (Rescued),Indian,3,female,healthy,partial,medium,4,minimal,low,basic,5,6,4,False,True,low,900.0,quiet,True,10,False,"independent,cautious,adaptable,resilient,gentle",Rescued street cat. Takes time to adjust indoors. Very hardy. Lowest cost cat to maintain in India.,False
Dog,Pug,International,23,female,healthy,partial,small,3,minimal,moderate,basic,8,7,10,False,True,low,3000.0,moderate,True,8,False,"charming,mischievous,loving,calm,social",Made famous by Indian TV ads. Great apartment dog. Brachycephalic — avoid exercise in peak summer heat.,False
Dog,Shih Tzu,International,20,male,healthy,not_vaccinated,small,1,minimal,moderate,basic,7,5,8,False,True,high,3500.0,quiet,True,7,False,"affectionate,calm,adaptable,gentle,lap-dog",Excellent apartment dog. Loves attention. Needs extensive daily grooming. Good with children.,True
Cat,Indian Street Cat (Rescued),Indian,1,male,healthy,not_vaccinated,medium,4,minimal,low,basic,7,5,4,False,True,low,900.0,quiet,True,10,False,"independent,cautious,adaptable,resilient,gentle",Rescued street cat. Takes time to adjust indoors. Very hardy. Lowest cost cat to maintain in India.,True
Dog,Indian Pariah Dog,Indian,49,male,minor_condition,not_vaccinated,medium,4,high,moderate,basic,8,7,3,False,True,low,1700.0,moderate,True,8,False,"alert,loyal,intelligent,independent,hardy","Ancient landrace breed, extremely hardy and healthy. Highly adaptable to Indian climate. Intelligent and loyal to family.",False
Dog,Mixed Breed (Indian Street),Indian,71,female,healthy,up_to_date,medium,3,moderate,moderate,basic,7,6,4,False,True,low,1300.0,moderate,True,7,False,"resilient,adaptable,loyal,intelligent,low-maintenance",Rescued street dog. Extremely resilient and healthy. Deeply loyal once they trust you. Most affordable to maintain.,True
Dog,Pomeranian,International,120,female,minor_condition,up_to_date,small,2,moderate,moderate,intermediate,4,5,6,False,True,high,3000.0,vocal,True,7,False,"alert,bold,fluffy,vocal,attention-seeking",Popular apartment dog. Fluffy and bold. Not ideal with very young children. Vocal watchdog.,False
Cat,Persian,International,4,male,healthy,not_vaccinated,medium,2,minimal,low,basic,6,5,5,False,True,high,3500.0,quiet,True,10,False,"calm,gentle,quiet,affectionate,lap-cat",Most popular purebred cat in India. Calm and gentle. Requires daily grooming and AC in Indian summers.,True
Dog,Indie (Rescued),Indian,1,male,healthy,not_vaccinated,medium,4,moderate,moderate,untrained,6,6,5,False,True,low,1400.0,moderate,True,6,False,"resilient,loyal,shy-at-first,adaptable,grateful","Shelter/rescue Indie. May take time to trust. Once bonded, extremely loyal. Very healthy and low maintenance.",True
Dog,Jonangi,Indian,53,female,healthy,not_vaccinated,medium,4,high,moderate,basic,7,4,6,False,True,low,1500.0,quiet,True,7,False,"quiet,one-owner,loyal,agile,unusual-vocalization",Andhra Pradesh duck-herding dog. Uniquely doesn't bark — yodels instead. Low maintenance. Can be aloof with strangers.,True
Cat,Persian,International,5,female,healthy,up_to_date,medium,2,minimal,low,basic,6,5,4,False,True,high,3800.0,quiet,True,10,False,"calm,gentle,quiet,affectionate,lap-cat",Most popular purebred cat in India. Calm and gentle. Requires daily grooming and AC in Indian summers.,True
Dog,Golden Retriever,International,28,male,healthy,not_vaccinated,large,4,high,moderate,intermediate,10,9,9,True,False,high,5300.0,moderate,True,5,False,"gentle,friendly,patient,trainable,playful",Outstanding family companion. Excellent with children and other pets. Heavy shedder — needs regular grooming.,True
Cat,Indian Street Cat (Rescued),Indian,3,female,minor_condition,up_to_date,medium,4,minimal,low,basic,5,3,5,False,True,low,1100.0,quiet,True,10,False,"independent,cautious,adaptable,resilient,gentle",Rescued street cat. Takes time to adjust indoors. Very hardy. Lowest cost cat to maintain in India.,True
Dog,Golden Retriever,International,17,female,healthy,not_vaccinated,large,4,high,moderate,intermediate,10,10,9,True,False,high,5400.0,moderate,True,5,False,"gentle,friendly,patient,trainable,playful",Outstanding family companion. Excellent with children and other pets. Heavy shedder — needs regular grooming.,False
Dog,Indian Pariah Dog,Indian,12,female,minor_condition,partial,medium,5,high,moderate,basic,8,4,5,False,True,low,1600.0,moderate,True,7,False,"alert,loyal,intelligent,independent,hardy","Ancient landrace breed, extremely hardy and healthy. Highly adaptable to Indian climate. Intelligent and loyal to family.",True
Cat,Persian Cats,International,1,male,healthy,partial,medium,2,minimal,low,basic,7,7,5,False,True,high,4100.0,quiet,True,10,False,"calm,gentle,quiet,affectionate,lap-cat",Most popular purebred cat in India. Calm and gentle. Daily grooming and AC required in Indian summers.,True
Cat,Indian Domestic Short Hair,Indian,41,female,healthy,not_vaccinated,medium,3,moderate,low,basic,5,6,5,False,True,low,1200.0,moderate,True,10,False,"adaptable,independent,hardy,curious,low-maintenance","Most common cat in Indian homes. Hardy, healthy, and extremely adaptable. Perfect for first-time cat owners.",False
Cat,Indian Domestic Short Hair,Indian,69,male,healthy,partial,medium,3,moderate,low,basic,7,6,6,False,True,low,1300.0,moderate,True,10,False,"adaptable,independent,hardy,curious,low-maintenance","Most common cat in Indian homes. Hardy, healthy, and extremely adaptable. Perfect for first-time cat owners.",True
Dog,Indian Spitz,Indian,41,male,healthy,up_to_date,small,3,moderate,moderate,intermediate,9,7,5,False,True,high,1900.0,vocal,True,7,False,"playful,loyal,alert,vocal,adaptable","Most popular Indian apartment dog. Fluffy, affectionate, highly adaptable. Barks frequently — good watchdog.",True
Dog,German Shepherd,International,65,male,serious_condition,partial,large,4,high,moderate,intermediate,6,5,3,True,False,moderate,5300.0,moderate,True,4,False,"loyal,protective,intelligent,versatile,brave",Highly intelligent working dog. Loyal protector. Needs consistent training and daily exercise.,False
Dog,Mixed Breed (Indian Street),Indian,17,female,healthy,up_to_date,medium,2,moderate,moderate,basic,7,5,5,False,True,low,1600.0,moderate,True,7,False,"resilient,adaptable,loyal,intelligent,low-maintenance",Rescued street dog. Extremely resilient and healthy. Deeply loyal once they trust you. Most affordable to maintain.,False
Dog,Mudhol Hound,Indian,52,male,minor_condition,up_to_date,large,5,very_high,high,intermediate,6,4,3,True,False,low,1900.0,quiet,True,5,True,"agile,fast,independent,reserved,athletic",Karnataka sighthound used by Indian Army. Needs vast space and daily running. Not suited for apartment or first-time owners.,True
Dog,Golden Retriever,International,16,male,healthy,up_to_date,large,4,high,moderate,intermediate,10,9,10,True,False,high,5400.0,moderate,True,5,False,"gentle,friendly,patient,trainable,playful",Outstanding family companion. Excellent with children and other pets. Heavy shedder — needs regular grooming.,False
Dog,Rajapalayam,Indian,38,male,healthy,up_to_date,large,5,high,high,intermediate,5,4,2,True,False,low,2500.0,moderate,True,6,True,"loyal,protective,independent,brave,reserved","Royal Tamil Nadu sighthound. One-person dog — extremely loyal to owner, aloof with strangers. Needs experienced handler.",False
Cat,Persian,International,1,male,healthy,up_to_date,medium,2,minimal,low,basic,5,5,3,False,True,high,4500.0,quiet,True,10,False,"calm,gentle,quiet,affectionate,lap-cat",Most popular purebred cat in India. Calm and gentle. Requires daily grooming and AC in Indian summers.,True
Cat,Indian Domestic Short Hair,Indian,58,male,serious_condition,not_vaccinated,medium,3,moderate,low,basic,8,7,4,False,True,low,1100.0,moderate,True,10,False,"adaptable,independent,hardy,curious,low-maintenance","Most common cat in Indian homes. Hardy, healthy, and extremely adaptable. Perfect for first-time cat owners.",True
Dog,Doberman Pinscher,International,5,female,serious_condition,not_vaccinated,large,5,high,high,intermediate,7,6,3,True,False,low,4500.0,moderate,True,5,True,"intelligent,alert,protective,energetic,loyal",Popular guard dog in India. Highly intelligent and trainable. Needs extensive exercise and mental stimulation.,False
